Proj0,Proj1,Proj2,Proj3,Proj4,ProjTotal,AdjProjTotal,MT,Final,TotalPct,Grade,Quarter,LectureRef,MidtermOutOf,FinalOutOf
2,30,29,27,29,115,115.33,15,14,61.36%,C,2019Winter,A,36,44
2,24,18.05,24,29,95.05,98.45,18,18,60.82%,C,2019Winter,A,36,44
2,30,27,30,26.5,113.5,113.93,11,17.5,60.74%,C,2019Winter,A,36,44
2,27,13,23,23,86,90.63,24,15,60.13%,C-,2019Winter,A,36,44
2,27,13,29,24.255,93.26,93.26,13.5,23.5,60.09%,C-,2019Winter,A,36,44
2,28,20,28,26.5,102.5,104.88,16.5,15.5,60.04%,C-,2019Winter,A,36,44
2,18,24,19,29.5,90.5,92.44,16.5,21,60.02%,C-,2019Winter,A,36,44
2,5,20,27,29,81,82.91,21,21,59.97%,C-,2019Winter,A,36,44
2,21,24,16.405,27.5,88.91,94.7,19,16.5,59.14%,C-,2019Winter,A,36,44
2,20,21,25,26.5,92.5,96.24,15.5,19,59.10%,C-,2019Winter,A,36,44
2,10,19,25,24.255,78.26,79.68,17.5,24,58.71%,C-,2019Winter,A,36,44
0.5,23,25,23,28.5,99.5,102.29,19,14.5,58.67%,C-,2019Winter,A,36,44
2,14.7,19,15,18.43,67.13,67.13,20.5,26.5,58.49%,C-,2019Winter,A,36,44
2,29,24,26,27.5,106.5,106.5,14.5,14.5,58.44%,C-,2019Winter,A,36,44
2,23,24,27,25,99,101.86,18.5,12.5,58.18%,C-,2019Winter,A,36,44
2,27,26,24,24.8,101.8,104.28,17,12.5,57.94%,C-,2019Winter,A,36,44
2,28,5,30,22,85,86.36,18.5,19,57.88%,C-,2019Winter,A,36,44
2,25,20,13.76,26.5,85.26,91.73,17.5,17.5,57.86%,C-,2019Winter,A,36,44
0,29,27,26,28.5,110.5,110.5,14,15,57.81%,C-,2019Winter,A,36,44
2,28,22,27,10,87,87.85,17,19.5,57.72%,C-,2019Winter,A,36,44
2,25,22,22,15,84,84,19,18,56.69%,C-,2019Winter,A,36,44
0.5,14,24,18,23,79,86.64,22,16,56.66%,C-,2019Winter,A,36,44
0.5,15,28,21,21.5,85.5,91.93,14,21,56.61%,C-,2019Winter,A,36,44
2,28,22,24.5,24,98.5,98.5,16.5,13.5,56.42%,C-,2019Winter,A,36,44
2,27,25,28,29,109,109,12,12.5,56.04%,C-,2019Winter,A,36,44
2,29,23,20,12.5,84.5,84.5,21,15,56.00%,C-,2019Winter,A,36,44
2,25,28,13.509,19.345,85.85,92.22,14.5,17.5,55.93%,C-,2019Winter,A,36,44
2,24,22,20,30,96,100.47,11.5,16,55.48%,C-,2019Winter,A,36,44
2,27,26,13.68,16.985,83.67,83.67,22.5,13,55.26%,C-,2019Winter,A,36,44
2,28,17,23,12,80,85.44,16,17.5,54.72%,D+,2019Winter,A,36,44
2,24,30,16,13.5,83.5,90.3,12.5,18.5,54.66%,D+,2019Winter,A,36,44
2,29,12,5,11.5,57.5,57.5,18.5,27.5,54.64%,D+,2019Winter,A,36,44
2,29,27,13,11,80,80,19.5,15,53.46%,D+,2019Winter,A,36,44
0,9.62,26,0.05,6.71,42.38,42.38,27.5,24.5,51.60%,D+,2019Winter,A,36,44
2,24,28,30,30,112,113.49,7.5,6.5,49.91%,D+,2019Winter,A,36,44
2,29,0,28,25.5,82.5,83.52,18,10,49.84%,D+,2019Winter,A,36,44
2,28,0,28,25.5,81.5,82.66,8.5,19,49.71%,D+,2019Winter,A,36,44
0,20,10,23,13,66,68.23,19.5,17,49.04%,D,2019Winter,A,36,44
2,25,0,21,19.305,65.31,68.67,18,15,48.64%,D,2019Winter,A,36,44
2,15,24,10.56,0,49.56,49.56,20.5,17,45.51%,D,2019Winter,A,36,44
2,28.8,30,0,0,58.8,58.8,34,0,45.21%,D,2019Winter,A,36,44
2,20,19,23,0,62,65.81,27,0,42.69%,D-,2019Winter,A,36,44
2,23,27,0,28.42,78.42,79.18,19,0,41.59%,D-,2019Winter,A,36,44
0.5,25,10,18.4,14,67.4,71.84,13,9.5,40.60%,D-,2019Winter,A,36,44
2,20,19,0,10,49,52.91,21,6,38.72%,D-,2019Winter,A,36,44
2,0,0,0,0,0,0,19.5,29.5,37.67%,D-,2019Winter,A,36,44
2,23,27,13.92,4.8,68.72,72.27,6.5,4,33.60%,D-,2019Winter,A,36,44
2,30,23,0,0,53,53,11,0,27.31%,F,2019Winter,A,36,44
2,20,0,0,0,20,21.86,21.5,0,24.22%,F,2019Winter,A,36,44
2,23,0,0,0,23,23.46,17,0,21.63%,F,2019Winter,A,36,44
2,28,0,0,0,28,28.27,11,0,19.06%,F,2019Winter,A,36,44
2,0,0,0,0,0,0,21,0,16.58%,F,2019Winter,A,36,44
2,29,0,0,0,29,29.19,0,0,11.73%,F,2019Winter,A,36,44
2,2,0,0,0,2,2,12.5,0,11.35%,NP,2019Winter,A,36,44
2,26,0,0,0,26,26.75,0,0,10.92%,F,2019Winter,A,36,44
0.5,0,0,0,0,0,0,11.5,0,8.49%,F,2019Winter,A,36,44
0,0,21,0,0,21,21.59,0,0,7.20%,F,2019Winter,A,36,44
0,0,0,0,0,0,0,9.5,0,6.60%,F,2019Winter,A,36,44
0,15,0,0,0,15,15.99,0,0,5.33%,F,2019Winter,A,36,44
0,0,0,0,0,0,0,0,0,0.00%,F,2019Winter,A,36,44
2,30,30,30,30,120.00,120.00,34,42.5,94.21%,A+,2019Spring,A,38,47
2,29,30,30,30,119.00,119.47,36,40.5,93.94%,A+,2019Spring,A,38,47
2,30,29,28,29.5,116.50,117.73,34.5,42.5,93.78%,A+,2019Spring,A,38,47
2,29,30,30,30,119.00,119.38,34,41,92.95%,A+,2019Spring,A,38,47
2,29,30,29,28,116.00,117.88,36,39.5,92.71%,A+,2019Spring,A,38,47
2,30,30,30,29.5,119.50,119.50,35,38.5,91.89%,A,2019Spring,A,38,47
2,29,30,29.5,30,118.50,119.08,34.5,38.5,91.42%,A,2019Spring,A,38,47
2,29,30,29,30,118.00,118.94,33.5,39.5,91.42%,A,2019Spring,A,38,47
2,30,30,29,30,119.00,119.38,32.5,40,91.26%,A,2019Spring,A,38,47
2,30,30,30,30,120.00,120.00,32.5,39.5,91.12%,A,2019Spring,A,38,47
2,30,27,30,28,115.00,117.35,31.5,41.5,90.98%,A,2019Spring,A,38,47
2,29,28,30,30,117.00,118.06,36,36.5,90.66%,A,2019Spring,A,38,47
2,27,30,28.71,30,115.71,117.36,30.5,41.5,90.32%,A,2019Spring,A,38,47
2,28,29,30,29.5,116.50,116.50,34,38.5,90.23%,A,2019Spring,A,38,47
2,30,30,30,30,120.00,120.00,33,37.5,90.04%,A,2019Spring,A,38,47
2,29,30,29,29,117.00,118.15,33.5,37.5,89.75%,A,2019Spring,A,38,47
2,28,29,29.5,26.5,113.00,115.69,31,41,89.74%,A,2019Spring,A,38,47
2,30,30,30,28.5,118.50,119.21,34,36.5,89.73%,A,2019Spring,A,38,47
2,27,28,28,30,113.00,116.30,33.5,38,89.49%,A,2019Spring,A,38,47
2,29,30,29,30,118.00,118.94,35.5,34.5,89.23%,A,2019Spring,A,38,47
2,29,30,29,29.5,117.50,118.68,34,36,89.20%,A,2019Spring,A,38,47
2,29,26,30,29,114.00,116.11,32,39,89.14%,A,2019Spring,A,38,47
2,23,25,30,28,106.00,112.59,33.5,38.5,88.60%,A,2019Spring,A,38,47
2,28,30,27,30,115.00,117.35,34,35,88.06%,A,2019Spring,A,38,47
2,30,30,29.5,30,119.50,119.69,30.5,37,87.94%,A,2019Spring,A,38,47
2,29,29,30,28.5,116.50,117.73,32.5,36,87.90%,A,2019Spring,A,38,47
2,30,28,30,29.5,117.50,118.68,33,35,87.84%,A,2019Spring,A,38,47
2,30,26,29,30,115.00,115.00,30,39.5,87.80%,A,2019Spring,A,38,47
2,29,30,29,28,116.00,117.41,35,33.5,87.68%,A,2019Spring,A,38,47
2,28,30,30,25.65,113.65,115.89,32,37,87.66%,A,2019Spring,A,38,47
2,28,30,27,28.5,113.50,115.79,33.5,35.5,87.56%,A,2019Spring,A,38,47
2,29,30,29,26.845,114.85,116.66,32.5,36,87.55%,A,2019Spring,A,38,47
2,28,30,23,29.5,110.50,114.14,33.5,36,87.36%,A,2019Spring,A,38,47
2,28,30,30,29,117.00,117.00,31.5,36.5,87.35%,A,2019Spring,A,38,47
2,29,29,29,29.5,116.50,117.73,33.5,34,87.16%,A,2019Spring,A,38,47
2,28,26,30,30,114.00,116.83,27,40.5,87.14%,A,2019Spring,A,38,47
2,30,30,28,29.5,117.50,117.50,32.5,35,87.12%,A,2019Spring,A,38,47
2,30,29,29,29.5,117.50,118.68,34,33,87.10%,A,2019Spring,A,38,47
2,28,30,29.5,29.5,117.00,118.15,31,36,87.05%,A,2019Spring,A,38,47
2,30,29,29.5,29.5,118.00,118.77,36,31,87.04%,A,2019Spring,A,38,47
2,29,30,29,28.5,116.50,117.84,32.5,34.5,86.89%,A,2019Spring,A,38,47
2,30,27,30,30,117.00,118.41,29,37.5,86.88%,A,2019Spring,A,38,47
2,29,30,29.5,30,118.50,119.08,31.5,34.5,86.64%,A,2019Spring,A,38,47
2,29,29,29,30,117.00,118.15,30.5,35.5,86.37%,A,2019Spring,A,38,47
2,28,28,27,29.5,112.50,116.03,32.5,34.5,86.28%,A,2019Spring,A,38,47
2,29,30,24,29.5,112.50,116.03,27.5,39,86.15%,A,2019Spring,A,38,47
2,29,29,29.5,29,116.50,117.84,32.5,33,85.83%,A,2019Spring,A,38,47
2,30,27,28,30,115.00,117.35,29.5,36,85.80%,A,2019Spring,A,38,47
2,29,30,27,30,116.00,117.41,31.5,34,85.73%,A,2019Spring,A,38,47
2,29,29,27,28.215,113.22,115.61,33,33,85.42%,A,2019Spring,A,38,47
2,30,29,30,30,119.00,119.35,29.5,34.5,85.42%,A,2019Spring,A,38,47
2,30,30,29,29.5,118.50,119.03,28.5,35.5,85.35%,A,2019Spring,A,38,47
2,29,30,29.5,30,118.50,119.08,29.5,34.5,85.32%,A,2019Spring,A,38,47
2,30,25,27,30,112.00,112.00,30.5,36.5,85.03%,A,2019Spring,A,38,47
2,28,26.5,29.5,30,114.00,116.30,27,37.5,84.86%,A,2019Spring,A,38,47
2,29,30,27,21,107.00,111.99,29.5,37,84.72%,A,2019Spring,A,38,47
2,30,28.5,28,30,116.50,117.84,32,31.5,84.45%,A,2019Spring,A,38,47
2,29,30,29,30,118.00,118.70,32,31,84.39%,A,2019Spring,A,38,47
2,29,30,29,30,118.00,118.70,27.5,35,84.23%,A,2019Spring,A,38,47
2,29,29,30,29.5,117.50,118.38,27.5,35,84.13%,A,2019Spring,A,38,47
0.5,29,27.5,28.5,28,113.00,115.69,31,35,84.03%,A,2019Spring,A,38,47
2,29,30,30,30,119.00,119.38,30.5,31.5,83.98%,A,2019Spring,A,38,47
2,28,29,26,30,113.00,113.00,31,34,83.93%,A,2019Spring,A,38,47
0.5,29,30,28,27,114.00,116.30,31,34.5,83.89%,A,2019Spring,A,38,47
2,28,30,25,29,112.00,115.77,32.5,31,83.74%,A,2019Spring,A,38,47
2,29,30,27,29.5,115.50,117.62,33,29.5,83.63%,A,2019Spring,A,38,47
2,29,30,27,29,115.00,116.92,31.5,31,83.46%,A,2019Spring,A,38,47
2,30,30,29,30,119.00,119.47,27,34,83.46%,A,2019Spring,A,38,47
2,30,30,24.5,30,114.50,116.61,29.5,33,83.45%,A,2019Spring,A,38,47
2,29,26.5,27.5,30,113.00,115.69,30.5,32.5,83.45%,A,2019Spring,A,38,47
2,29,30,30,30,119.00,119.47,29,32,83.37%,A,2019Spring,A,38,47
2,28,30,25,29.5,112.50,116.03,33,29.5,83.10%,A,2019Spring,A,38,47
2,30,30,30,29.5,119.50,119.74,30.5,30,83.04%,A,2019Spring,A,38,47
2,30,30,29,28.5,117.50,117.50,32,29.5,82.93%,A,2019Spring,A,38,47
2,30,30,24.9,28.8,113.70,116.12,30,32,82.91%,A,2019Spring,A,38,47
2,29,30,29,30,118.00,118.70,31.5,29,82.65%,A-,2019Spring,A,38,47
2,29,30,30,30,119.00,119.47,31,29,82.58%,A-,2019Spring,A,38,47
2,27,30,30,19.5,106.50,112.86,30,33,82.53%,A-,2019Spring,A,38,47
2,30,30,28,29,117.00,117.00,30.5,30.5,82.48%,A-,2019Spring,A,38,47
2,26,28,26,30,110.00,114.71,30,32,82.44%,A-,2019Spring,A,38,47
2,29,29,28.5,30,116.50,117.84,31,29.5,82.39%,A-,2019Spring,A,38,47
2,30,29,28,29,116.00,117.88,32.5,28,82.34%,A-,2019Spring,A,38,47
2,30,23,30,27,110.00,114.71,28,33.5,82.18%,A-,2019Spring,A,38,47
2,27,30,28.5,29.5,115.00,116.92,29,31.5,82.17%,A-,2019Spring,A,38,47
2,30,29,30,29,118.00,118.94,30,29.5,82.10%,A-,2019Spring,A,38,47
2,24,30,30,26.5,110.50,114.97,27.5,33.5,81.94%,A-,2019Spring,A,38,47
2,25,29,28.5,29,111.50,114.76,29.5,31.5,81.78%,A-,2019Spring,A,38,47
2,30,30,29,30,119.00,119.35,26,32.5,81.71%,A-,2019Spring,A,38,47
2,28,29,28,27.5,112.50,115.14,30,30.5,81.53%,A-,2019Spring,A,38,47
2,30,30,29.5,29.5,119.00,119.38,30.5,28,81.52%,A-,2019Spring,A,38,47
2,29,30,30,28,117.00,117.00,31.5,28,81.38%,A-,2019Spring,A,38,47
2,30,30,30,30,120.00,120.00,30.5,27,81.02%,A-,2019Spring,A,38,47
2,29,30,26,29.5,114.50,117.09,30.5,28,80.76%,A-,2019Spring,A,38,47
2,26,29,28,29.5,112.50,115.38,26.5,32.5,80.71%,A-,2019Spring,A,38,47
1.5,27,30,29.5,29.5,116.00,117.53,31.5,27.5,80.71%,A-,2019Spring,A,38,47
2,29,30,29.5,29.5,118.00,118.77,29.5,28,80.66%,A-,2019Spring,A,38,47
2,27,24.5,29,29.5,110.00,113.84,27,32.5,80.53%,A-,2019Spring,A,38,47
2,30,28,30,27,115.00,117.35,30.5,27.5,80.49%,A-,2019Spring,A,38,47
1.5,29,30,26,29.5,114.50,117.09,30,28.5,80.28%,A-,2019Spring,A,38,47
2,30,28,27,24.5,109.50,114.44,29.5,29.5,80.27%,A-,2019Spring,A,38,47
2,29,29,26,27,111.00,115.24,28.5,30,80.23%,A-,2019Spring,A,38,47
2,28,26,25,30,109.00,114.18,31,28,80.11%,A-,2019Spring,A,38,47
2,25,30,26,29.5,110.50,114.14,29,29.5,79.84%,A-,2019Spring,A,38,47
2,30,30,25.74,28.5,114.24,114.24,28.5,29.5,79.54%,B+,2019Spring,A,38,47
2,25,30,29.5,30,114.50,116.61,26,30.5,79.39%,B+,2019Spring,A,38,47
2,29,29.5,22,28.5,109.00,113.22,29.5,28,78.81%,B+,2019Spring,A,38,47
2,28,29,28,29,114.00,116.30,22.5,33,78.74%,B+,2019Spring,A,38,47
2,29,29,29,30,117.00,117.00,28,27.5,78.73%,B+,2019Spring,A,38,47
2,27,30,29.5,28.5,115.00,116.92,28,27.5,78.70%,B+,2019Spring,A,38,47
2,28,28,26,30,112.00,115.07,27.5,28.5,78.46%,B+,2019Spring,A,38,47
2,30,27,28,24,109.00,109.00,30,29,78.43%,B+,2019Spring,A,38,47
2,30,30,30,29,119.00,119.47,31.5,22.5,78.35%,B+,2019Spring,A,38,47
2,28,25,30,20,103.00,111.01,31.5,26.5,78.33%,B+,2019Spring,A,38,47
2,29,28,29,29.5,115.50,117.23,31.5,23.5,78.30%,B+,2019Spring,A,38,47
2,27,30,29,29.7,115.70,117.73,25,29,78.05%,B+,2019Spring,A,38,47
2,29,30,29.5,29.5,118.00,118.77,26,27.5,78.00%,B+,2019Spring,A,38,47
2,30,30,25,25.5,110.50,114.97,30.5,25,77.94%,B+,2019Spring,A,38,47
2,23,30,26,30,109.00,114.18,33.5,22.5,77.90%,B+,2019Spring,A,38,47
2,29,30,30,18.5,107.50,111.90,25.5,30.5,77.49%,B+,2019Spring,A,38,47
2,30,29,30,28.5,117.50,117.50,31.5,22,77.34%,B+,2019Spring,A,38,47
2,29,30,29,28.5,116.50,117.84,27.5,25.5,77.28%,B+,2019Spring,A,38,47
2,29,28,24,28.5,109.50,113.53,27,28,77.27%,B+,2019Spring,A,38,47
2,23,26,15,30,94.00,106.24,29,29.5,77.21%,B+,2019Spring,A,38,47
2,28,30,30,27.5,115.50,117.09,23.5,29.5,77.20%,B+,2019Spring,A,38,47
2,25,26,30,28,109.00,114.18,27.5,27,77.11%,B+,2019Spring,A,38,47
2,30,30,29,26.95,115.95,117.86,29,23.5,76.86%,B+,2019Spring,A,38,47
2,29,30,25,30,114.00,116.83,30,22.5,76.48%,B,2019Spring,A,38,47
2,29,26,21,24,100.00,109.42,30.5,25.5,76.44%,B,2019Spring,A,38,47
2,29,29,23,28,109.00,113.22,25,28.5,76.20%,B,2019Spring,A,38,47
2,30,30,27.5,29,116.50,117.84,24.5,26.5,76.01%,B,2019Spring,A,38,47
2,30,30,28,29,117.00,118.06,26.5,24.5,75.99%,B,2019Spring,A,38,47
2,27,28,26,24.48,105.48,111.05,26,28,75.78%,B,2019Spring,A,38,47
2,27,28,24.75,29.205,108.96,114.16,27.5,25,75.70%,B,2019Spring,A,38,47
2,28,29,29,29,115.00,116.76,26,25,75.58%,B,2019Spring,A,38,47
2,26.39,28,25,28.5,107.89,112.16,24.5,28.5,75.51%,B,2019Spring,A,38,47
2,26,30,30,28.5,114.50,117.09,24,26.5,75.43%,B,2019Spring,A,38,47
2,30,28.5,24.5,30,113.00,115.69,30.5,21,75.37%,B,2019Spring,A,38,47
2,29,30,29,30,118.00,118.77,30,20,75.37%,B,2019Spring,A,38,47
2,30,30,26.5,29.5,116.00,117.53,23,27,75.27%,B,2019Spring,A,38,47
2,29,24,29,28.5,110.50,114.97,28,23.5,75.25%,B,2019Spring,A,38,47
2,29,25,25,29,108.00,113.65,28,24,75.16%,B,2019Spring,A,38,47
2,29,30,25,18,102.00,110.48,32,21.5,74.97%,B,2019Spring,A,38,47
2,27,28.5,29,29.5,114.00,116.30,27,23,74.68%,B,2019Spring,A,38,47
2,30,30,30,29,119.00,119.00,26,22.5,74.57%,B,2019Spring,A,38,47
2,29,29,27,30,115.00,117.35,23.5,25.5,74.48%,B,2019Spring,A,38,47
2,27,27,25,28.5,107.50,113.39,26,25,74.45%,B,2019Spring,A,38,47
2,28,29,27,30,114.00,116.11,23,26.5,74.44%,B,2019Spring,A,38,47
2,22,28,23,28,101.00,109.95,24.5,28,74.43%,B,2019Spring,A,38,47
2,29,30,26,30,115.00,116.92,22,27,74.40%,B,2019Spring,A,38,47
2,24,25,28,27,104.00,104.00,28,27.5,74.40%,B,2019Spring,A,38,47
0,21,29,28.5,29.5,108.00,112.60,26,28,74.30%,B,2019Spring,A,38,47
2,28,29,15,30,102.00,110.48,24.5,27.5,74.25%,B,2019Spring,A,38,47
2,27,30,26,28,111.00,114.45,25.5,24.5,74.13%,B,2019Spring,A,38,47
2,25,29.5,24.5,13.5,92.50,103.05,27,28,73.77%,B,2019Spring,A,38,47
2,29,29,29,27.5,114.50,116.61,22.5,25.5,73.58%,B,2019Spring,A,38,47
2,29,28.5,22,28,107.50,112.30,27.5,22.5,73.32%,B,2019Spring,A,38,47
2,28,30,29,29.5,116.50,118.15,28.5,18.5,73.12%,B,2019Spring,A,38,47
2,26,28.5,28.5,29,112.00,115.07,21.5,26.5,73.11%,B,2019Spring,A,38,47
2,27,30,25,22,104.00,110.14,25,25.5,73.06%,B,2019Spring,A,38,47
2,28,29,30,30,117.00,117.00,22.5,24.5,73.00%,B,2019Spring,A,38,47
2,30,30,30,30,120.00,120.00,21.5,24,73.00%,B,2019Spring,A,38,47
2,30,29,29,28,116.00,117.41,29,18,72.85%,B,2019Spring,A,38,47
2,25,23,21,29,98.00,108.36,25.5,25.5,72.80%,B,2019Spring,A,38,47
2,29,29,26.46,29,113.46,115.76,26,21.5,72.79%,B,2019Spring,A,38,47
2,30,29,26,25.5,110.50,113.85,28.5,20,72.74%,B,2019Spring,A,38,47
2,29,23,21,14.85,87.85,100.18,25.5,29,72.53%,B-,2019Spring,A,38,47
1.5,30,30,29,22.5,111.50,115.50,27.5,20.5,72.49%,B-,2019Spring,A,38,47
2,29,29,26,29.5,113.50,116.56,23.5,23,72.46%,B-,2019Spring,A,38,47
2,27,29,27,27.5,110.50,113.85,27,21,72.46%,B-,2019Spring,A,38,47
2,29,30,26,29,114.00,116.83,19.5,26.5,72.38%,B-,2019Spring,A,38,47
2,23,23,29,29,104.00,109.64,21,28.5,72.37%,B-,2019Spring,A,38,47
2,30,29,20,26,105.00,110.75,21.5,27.5,72.37%,B-,2019Spring,A,38,47
2,29,30,29.5,13.8,102.30,109.09,26.5,23.5,72.30%,B-,2019Spring,A,38,47
0,28,19.5,28,28,103.50,109.83,27.5,25,72.26%,B-,2019Spring,A,38,47
2,29,25,24,25.5,103.50,111.27,28.5,20.5,72.23%,B-,2019Spring,A,38,47
2,28,29.5,22,29,108.50,112.91,26,22,72.19%,B-,2019Spring,A,38,47
2,29,30,26,28,113.00,116.30,21,24.5,71.78%,B-,2019Spring,A,38,47
2,26,29,28,29,112.00,115.77,21.5,23.5,71.23%,B-,2019Spring,A,38,47
2,28,29,28.5,29.5,115.00,116.92,25.5,19,71.09%,B-,2019Spring,A,38,47
2,20,30,26,19.11,95.11,106.83,26.5,22.5,70.84%,B-,2019Spring,A,38,47
2,28,25,29,26.5,108.50,113.92,24.5,21,70.84%,B-,2019Spring,A,38,47
2,26,28,17.5,17,88.50,100.58,28,24,70.80%,B-,2019Spring,A,38,47
2,26,27,26,28,107.00,107.00,25,23.5,70.61%,B-,2019Spring,A,38,47
0.5,27,30,27,30,114.00,116.83,27,19,70.55%,B-,2019Spring,A,38,47
0,29,27,15.39,29,100.39,109.63,26,24,70.50%,B-,2019Spring,A,38,47
2,24,24,25,28,101.00,109.95,27,20,70.45%,B-,2019Spring,A,38,47
2,29,29,22,24,104.00,109.64,27.5,19.5,70.33%,B-,2019Spring,A,38,47
2,23,26.5,29.5,29.5,108.50,112.91,21,24,70.30%,B-,2019Spring,A,38,47
2,30,28,29,27.5,114.50,116.44,26.5,17,70.18%,B-,2019Spring,A,38,47
2,29,29,29,28.5,115.50,117.62,29,14,70.12%,B-,2019Spring,A,38,47
2,28,27,28,28,111.00,115.24,21.5,22,70.00%,B-,2019Spring,A,38,47
2,29,30,28,29,116.00,117.88,26.5,16,69.96%,B-,2019Spring,A,38,47
2,29,30,22,24.5,105.50,110.61,29,17,69.88%,B-,2019Spring,A,38,47
2,30,30,30,28.215,118.22,118.22,26,16,69.74%,B-,2019Spring,A,38,47
2,30,27.5,25,29.5,112.00,115.07,26.5,17,69.73%,B-,2019Spring,A,38,47
2,29,29,18,29.5,105.50,110.61,25.5,20,69.69%,B-,2019Spring,A,38,47
2,26,28.5,27,26,107.50,112.30,23.5,21,69.64%,B-,2019Spring,A,38,47
2,30,29,26,27.5,112.50,116.03,22.5,20,69.52%,B-,2019Spring,A,38,47
2,29,30,26.5,29.5,115.00,116.92,22,20,69.49%,B-,2019Spring,A,38,47
2,30,30,14.7,11.5,86.20,91.59,30,24,69.12%,C+,2019Spring,A,38,47
2,30,23,15,29,97.00,97.00,23.5,27.5,69.10%,C+,2019Spring,A,38,47
2,25,23,26,30,104.00,111.54,15.5,28,69.04%,C+,2019Spring,A,38,47
2,30,30,27,29.5,116.50,118.15,24,16.5,68.76%,C+,2019Spring,A,38,47
2,30,28.5,28,27.5,114.00,116.30,21.5,18.5,67.90%,C+,2019Spring,A,38,47
2,29,30,27,29.5,115.50,117.23,23,16.5,67.79%,C+,2019Spring,A,38,47
2,30,30,25.23,30,115.23,116.91,21,18.5,67.78%,C+,2019Spring,A,38,47
2,26,29.5,19.5,29,104.00,110.14,21.5,21,67.60%,C+,2019Spring,A,38,47
2,29,29,22,26.5,106.50,111.26,22.5,19.5,67.58%,C+,2019Spring,A,38,47
2,28,28,23.5,25,104.50,110.45,26.5,16,67.48%,C+,2019Spring,A,38,47
2,29,21,29.5,30,109.50,113.53,26.5,14.5,67.46%,C+,2019Spring,A,38,47
2,30,29,27.5,27.5,114.00,116.30,24.5,15,67.42%,C+,2019Spring,A,38,47
2,29,29,25,29.5,112.50,116.03,22.5,17,67.42%,C+,2019Spring,A,38,47
2,27,26,15,22.5,90.50,104.39,24,21,67.33%,C+,2019Spring,A,38,47
2,30,29,27,18,104.00,109.64,21.5,20.5,67.08%,C+,2019Spring,A,38,47
2,21,30,26,28,105.00,112.06,26,15,66.99%,C+,2019Spring,A,38,47
2,18,27,26.5,29.5,101.00,108.29,22,20,66.61%,C,2019Spring,A,38,47
2,24,29,12.5,24.255,89.76,101.36,23.5,21.5,66.34%,C,2019Spring,A,38,47
2,29,26.5,20.5,18.62,94.62,104.36,24.5,19,66.24%,C,2019Spring,A,38,47
0.5,25,23,28,27.84,103.84,110.04,25.5,17.5,66.24%,C,2019Spring,A,38,47
2,29,24,30,27,110.00,114.71,24,14.5,66.21%,C,2019Spring,A,38,47
0.5,28,29,24,29,110.00,113.52,21,20,66.20%,C,2019Spring,A,38,47
2,25,29,22,21.285,97.29,107.98,20,21,65.90%,C,2019Spring,A,38,47
2,27,28,9,23.5,87.50,91.91,26.5,22.5,65.87%,C,2019Spring,A,38,47
2,23,25,25,26.5,99.50,107.36,22.5,18,65.23%,C,2019Spring,A,38,47
2,28,27,18,28.215,101.22,107.83,27,13.5,65.19%,C,2019Spring,A,38,47
2,30,22,29,30,111.00,111.00,27.5,11,64.82%,C,2019Spring,A,38,47
2,28,26,24,22.5,100.50,109.68,23,15,64.22%,C,2019Spring,A,38,47
2,30,27,26,13,96.00,104.46,19.5,20.5,64.04%,C,2019Spring,A,38,47
2,28,30,29,29,116.00,117.88,17.5,15,63.34%,C,2019Spring,A,38,47
2,17,28,24,28,97.00,107.83,18.5,17.5,62.40%,C-,2019Spring,A,38,47
2,26,29,27.5,28.5,111.00,114.45,21.5,11.5,62.37%,C-,2019Spring,A,38,47
2,27,29,26.5,30,112.50,115.38,18.5,13,61.76%,C-,2019Spring,A,38,47
2,21,25,25,23.765,94.77,106.65,25,10,61.02%,C-,2019Spring,A,38,47
2,27,27,25,27.5,106.50,112.86,16,15,60.68%,C-,2019Spring,A,38,47
2,23,28,29,11,91.00,94.52,25,15,60.49%,C-,2019Spring,A,38,47
2,30,19,18.5,25.97,93.47,105.96,20,14,60.31%,C-,2019Spring,A,38,47
2,27,22,22,26.5,97.50,108.10,22.5,10.5,60.21%,C-,2019Spring,A,38,47
2,20.79,0,28,27.5,76.29,82.75,24,21,60.12%,C-,2019Spring,A,38,47
2,23,24,23,21.5,91.50,101.54,23,13,60.11%,C-,2019Spring,A,38,47
2,24,30,21,28,103.00,109.52,23.5,8.5,59.94%,C-,2019Spring,A,38,47
2,21,27.5,0,26.95,75.45,81.03,27,18.5,59.76%,C-,2019Spring,A,38,47
2,29,29,0,18,76.00,80.93,28.5,17,59.66%,C-,2019Spring,A,38,47
2,22.96,29,4.5,24.01,80.47,85.41,23.5,18.5,58.92%,C-,2019Spring,A,38,47
2,22.12,28.5,19.995,28,98.62,106.82,18.5,13,58.91%,C-,2019Spring,A,38,47
2,26,28,26,5,85.00,89.71,27,13,58.79%,C-,2019Spring,A,38,47
2,26,24.5,21,16.49,87.99,100.27,19.5,13.5,57.73%,C-,2019Spring,A,38,47
2,22.8,28,11.76,26,88.56,93.62,19,16.5,57.29%,C-,2019Spring,A,38,47
2,17,30,27,0,74.00,81.54,23,18,56.95%,C-,2019Spring,A,38,47
2,26,16,21,21.5,84.50,101.22,24,5,55.04%,D+,2019Spring,A,38,47
2,28,22.8,0,0,50.80,54.33,28.5,23,55.01%,F*,2019Spring,A,38,47
